case,alpha_correlation_global_mean,main_link_tracking_corr,main_link_RMSE,main_link_calibrated_RMSE,lag_accuracy,sign_accuracy,true_positives,false_positives,missed_true_links,max_false_positive_strength,mean_false_positive_strength,mean_M_FP_t,max_M_FP_t,mean_alpha_std_all,mean_alpha_std_true_links,max_alpha_std_true_links,mean_main_link_std_t,max_main_link_std_t
baseline_a1_0p25_P_500_phi_0p00,0.9461970413329048,0.9248438792756576,0.06952006543311288,0.06727845833299591,1.0,1.0,6,4,0,0.18029854,0.11455928,0.95912945,1.2470671,0.010806868,0.026248025,0.04756982,0.03003299,0.11831666
